gender,age,education_years,income_level,financial_literacy,numerical_reasoning,risk_preference,social_capital,consistency_score,response_time,answer_changes,session_duration,mobile_usage_score,skipped_questions,expenses,psychometric_score,credit_score,repayment_status
Female,45,10,94623,81,35,36,69,39,81.15461789483628,4,23.255481608452147,76,4,69349,57.6,629,0
Male,20,6,6280,99,73,33,93,48,148.3059243867149,7,19.956851247482767,91,1,3242,78.2,639,0
Male,35,9,68480,35,30,49,86,54,162.83427747012996,3,22.124464000272305,59,1,21403,46.8,642,0
Male,51,11,83777,88,47,69,54,51,54.85955866536301,4,19.884490530525106,82,0,61605,59.55,660,1
Male,49,13,19147,89,26,89,83,36,187.788136775057,0,15.283195939283647,43,0,17496,53.95,515,0
Male,46,10,90352,53,57,74,56,70,117.80588704289583,7,13.636749130696927,59,4,53410,55.15,632,0
Female,42,16,72165,99,43,41,64,27,65.78281787583565,0,20.479242065027098,40,2,59811,61.35,638,0
Male,43,14,13634,72,87,0,57,40,117.41298665810174,0,13.068785842680168,85,2,12768,69.9,599,0
Male,56,8,73550,42,56,33,46,42,59.66029714332791,3,9.051568125132976,38,3,49703,48.6,580,0
Male,25,7,15773,62,54,84,84,70,217.5991746074932,4,12.199115411769476,33,0,8140,60.3,548,0
Female,36,13,22881,63,25,9,92,25,131.3519801431285,1,20.838979092000656,95,4,14438,53.05,572,0
Female,59,11,66596,51,52,4,22,71,67.60561241076061,6,21.484756539577447,39,1,60534,55.4,577,0
Male,39,15,13280,42,100,89,78,27,90.41913554555204,2,12.70232721266401,76,2,6304,55.8,537,0
Female,46,17,64593,39,73,43,49,88,184.92982067324908,3,13.574692293284379,39,3,32564,60.6,621,0
Female,50,10,30555,38,33,18,35,52,197.21763343503181,0,17.33875498075968,50,3,17959,43.5,554,0
Female,55,11,46421,91,38,20,48,81,48.26327903343249,1,12.453461201524958,48,1,37230,68.2,610,0
Female,52,12,90472,48,30,33,89,84,51.97604147810911,4,18.30495145508877,94,3,44568,58.75,664,1
Female,20,9,32332,37,90,28,97,82,223.43703424449137,4,12.794740413308597,75,0,22503,71.75,610,0
Female,36,7,49588,88,64,78,93,51,106.19644557788959,4,10.054879444345605,71,4,40068,68.75,594,0
Female,27,7,97613,31,79,39,43,74,78.66477349367361,3,10.632148315636792,94,0,70027,56.4,666,1
Male,44,17,12637,29,77,79,26,52,64.61152634064759,2,12.259350229183436,93,4,3859,44.35,575,0
Male,32,6,95491,56,97,17,68,57,135.191495616823,2,10.854396406973752,37,1,66859,70.95,714,1
Female,28,12,91416,100,43,48,82,21,194.21053888758783,1,24.563825159367845,28,0,53440,62.45,686,1
Male,43,5,51158,74,30,60,65,100,144.22355351089266,5,19.192298915852557,80,1,17223,63.45,691,1
Male,41,16,58798,23,91,64,67,29,44.13473592477771,0,11.047398143296396,77,2,60688,49.1,480,0
Female,30,12,57135,82,63,74,44,85,136.78099319882992,5,15.20635342851613,89,3,46824,66.55,612,0
Male,49,7,21155,31,98,35,62,95,102.33141544578751,5,12.57520169672968,95,4,21804,68.6,478,0
Female,54,13,73596,37,85,95,74,34,176.57183403439646,5,19.63700406886789,20,3,40064,50.75,568,0
Female,21,16,51465,27,64,91,53,80,144.70179367858526,0,22.74369945766132,93,1,53487,48.95,462,0
Female,30,16,53081,51,93,69,84,50,233.067429986884,0,14.814052349414473,85,3,34670,64.25,607,0
Male,26,15,61986,68,51,6,47,57,159.6328308073775,6,15.29023135273621,64,4,34629,61.0,591,0
Male,51,6,60956,82,36,60,60,48,166.4961932213131,7,14.773924143594694,60,1,59328,56.2,574,0
Male,54,14,45278,96,73,63,48,97,144.0461546717171,0,15.63681792612376,91,4,15168,77.35,708,1
Male,24,13,73486,78,29,87,51,62,102.20109745829589,6,8.609478574433716,44,2,65058,52.0,552,0
Female,18,10,58692,86,25,73,88,42,166.12063158349207,1,18.074280312185437,49,4,58195,56.35,558,0
Female,29,5,52155,58,39,29,53,44,106.5823266476975,1,24.18464541978279,63,3,52002,51.0,572,0
Male,38,9,94338,69,20,16,78,47,183.46962952689552,7,21.3504827974723,96,0,30698,55.2,714,1
Female,28,14,11063,90,83,43,80,91,87.36928746082427,4,22.643993948631156,51,1,11121,83.65,551,0
Female,31,13,84741,45,100,71,71,20,113.53227366234427,3,11.895310692389355,25,2,73912,56.05,622,0
Male,51,17,49690,42,20,75,82,39,156.72966530856132,2,18.322060928014352,78,0,48516,40.2,542,0
Female,51,10,31507,82,80,25,45,48,165.69834047769103,7,23.180497007184584,33,0,26274,68.45,599,0
Male,42,11,12661,85,98,16,96,27,173.7225722516299,7,9.16630718794225,42,0,11385,78.2,604,0
Female,21,8,41189,58,20,34,31,81,180.0632937427097,5,22.913324557198276,96,1,32704,49.85,576,0
Male,43,5,18057,85,100,45,41,33,103.66127544475472,1,9.096512212495192,67,1,12217,68.75,620,0
Female,33,9,90776,65,65,4,92,57,218.51528152695454,5,24.71216316392752,79,0,94672,70.55,586,0
Female,27,6,40313,34,79,44,75,22,45.98672165089491,6,9.426666134647537,66,4,15656,51.2,601,0
Male,19,12,41988,35,62,74,25,22,77.6859876036667,2,14.25543138942033,29,4,14737,36.75,492,0
Male,52,8,17491,91,63,15,55,74,54.02816391352211,4,8.9290165153433,65,0,14558,74.6,610,0
Male,36,5,65159,35,57,57,93,97,174.30739447714083,4,8.965139159309837,93,4,54660,62.4,588,0
Male,23,14,38410,58,21,41,78,40,94.73304729504542,5,22.72683102957337,27,0,37393,48.25,529,0
Female,36,11,83868,30,31,93,78,54,79.83070145077417,1,9.081318856805694,69,1,68673,39.95,488,0
Female,25,16,67029,55,42,59,87,63,136.13349751472762,7,21.474566056396405,95,4,24805,56.75,643,0
Male,31,15,90838,37,28,55,71,63,163.8095043494272,0,23.416978615291438,40,2,91156,45.85,516,0
Female,27,6,39354,42,27,5,87,62,163.84921785075778,3,23.89584748484581,45,1,14927,54.3,626,0
Male,20,7,89329,96,69,19,96,60,151.49050588924743,2,22.68874387195118,30,0,58916,80.55,759,1
Male,55,13,11504,68,99,83,99,46,238.39727200394546,2,24.23779310350423,30,2,9243,70.9,527,0
Female,46,17,98961,61,81,23,70,47,212.0429554310225,6,8.880488812718832,71,2,79752,66.15,659,1
Female,32,13,34811,63,42,90,87,24,87.77204102330415,4,24.942345321932006,49,1,22922,48.25,529,0
Male,40,6,54206,20,78,66,45,62,191.7432519303159,2,8.348306958892074,65,2,30594,48.05,580,0
Male,40,7,22225,26,29,87,92,82,153.85944439595772,0,10.830741425591064,20,4,12021,46.55,501,0
Male,35,15,97732,67,31,51,60,58,54.10380976848158,1,9.376120969552103,71,2,105431,53.35,543,0
Female,36,16,24290,35,81,9,94,29,49.91621698454437,7,20.647920027257136,34,2,13894,59.75,553,0
Female,45,13,80660,67,95,24,24,82,199.92381056904824,3,9.479484627443087,47,3,61706,71.45,658,1
Female,43,5,7272,97,49,91,72,28,148.99813793518717,6,12.975655521020677,82,2,5548,58.65,515,0
Female,27,6,11141,62,93,81,57,48,154.26497777090617,3,18.84729998047962,77,2,8430,61.9,538,0
Male,21,15,69980,70,97,44,72,47,107.25381097455285,6,16.466285196015043,88,4,55772,71.05,612,0
Male,19,6,62167,85,87,77,75,30,226.06961422500254,0,10.315833491345957,64,2,31702,66.8,629,0
Male,20,14,29678,50,66,0,38,34,182.66955645007414,2,16.866101884514173,60,2,16942,54.0,574,0
Male,24,7,79697,58,60,83,84,100,225.55449904785172,6,13.791265338810453,91,1,28401,66.7,678,1
Male,33,14,6071,28,26,24,88,43,59.853451483182404,7,17.960966635517007,57,3,4594,44.3,488,0
Male,48,7,22120,60,93,75,72,54,156.74586987228707,7,17.154430832296352,57,2,10863,65.35,588,0
Female,27,14,96477,82,71,72,38,80,167.50544996552304,0,24.821621917287413,71,0,42174,66.85,727,1
Female,36,17,29133,33,64,8,85,39,65.19866455185553,3,22.679792858351167,65,3,28163,55.65,536,0
Male,45,6,8630,77,57,41,67,77,109.2529976207361,0,8.062345321550529,72,4,6606,68.7,566,0
Male,34,12,70763,93,55,62,85,82,82.9608694396334,3,10.99220156767417,49,2,52834,74.6,667,1
Female,45,12,84544,83,100,24,92,94,236.89179511648294,2,23.523338412357596,23,1,35914,90.1,850,1
Female,36,12,59863,47,77,93,37,79,148.68303823039815,5,17.170776103265602,21,1,39260,55.4,559,0
Female,54,6,60308,23,65,47,99,58,103.05218259580565,3,20.91095959310595,82,4,44878,54.9,583,0
Female,40,17,24954,53,86,54,58,39,172.89933040906374,7,16.559613150558846,80,4,16230,58.5,536,0
Male,37,13,85211,23,84,91,92,77,171.90952408504845,7,21.357992059618766,52,0,61956,58.0,611,0
Male,30,15,67787,89,37,65,70,83,109.46607518850287,0,10.25714915999113,97,4,21143,66.55,699,1
Male,30,11,6619,77,21,88,42,33,238.7845717968841,4,20.54433057835539,99,4,3042,42.45,485,0
Male,28,16,83421,23,23,81,52,55,201.79231649779862,3,22.7833184012361,77,3,39498,33.35,463,0
Male,32,9,72740,69,61,23,79,32,120.06363395628742,4,12.51603377617443,60,2,43826,61.9,667,1
Female,34,11,82230,24,68,81,78,20,172.01186885939285,4,14.26221939765673,28,0,86555,41.8,464,0
Male,45,12,45342,94,68,90,45,32,182.10792454578046,4,18.03989059079085,94,0,33233,59.35,577,0
Female,36,13,14373,64,26,43,36,54,74.76330393261762,0,22.760118773357704,38,0,7259,47.6,563,0
Male,21,6,16448,54,28,55,72,27,215.6318344254966,0,23.43250594643753,63,2,14364,43.9,502,0
Male,39,10,54949,94,90,34,97,37,205.20756198007248,2,17.085235722837275,92,4,26103,79.25,682,1
Male,39,13,36210,94,46,33,96,53,191.13498614308878,3,19.18710975212019,26,4,15428,71.4,610,0
Male,54,17,30410,46,40,5,62,71,84.53521220862552,5,22.839479921814366,50,3,16370,56.8,572,0
Male,56,10,70047,21,54,48,67,89,67.24996296148635,7,11.93205294845762,86,3,37420,52.85,614,0
Female,51,6,34028,73,95,15,39,77,76.10961674204722,1,22.02864414006047,27,0,21678,75.4,657,1
Female,50,5,73300,91,55,86,54,46,58.60376185159396,5,12.451524022890556,92,2,63877,59.75,576,0
Female,59,16,48369,98,86,91,52,37,228.05816599362694,4,17.877067920006148,72,4,36912,67.0,549,0
Male,57,7,69735,67,62,12,100,76,210.29888991874725,7,23.88930492839177,34,2,48396,74.6,617,0
Male,50,15,16467,96,27,11,95,28,58.15589337578132,3,16.69541193185631,27,4,17435,64.3,443,0
Female,29,9,13199,68,97,10,21,83,175.59414120120428,4,9.587975972997116,100,2,4300,73.4,674,1
Male,19,11,32095,97,55,46,53,98,89.11747004815525,5,23.228766533241014,84,2,20001,75.8,649,0
Male,45,14,44007,20,67,59,95,42,43.45473066238742,2,17.94447753259893,65,0,37313,49.5,567,0
Female,27,14,52711,52,65,48,51,78,98.47842750547923,0,9.209564622156433,26,3,29325,60.3,592,0
Male,39,7,18617,54,51,51,40,86,128.0060138625587,5,8.178984575005599,97,1,12666,57.05,580,0
Female,34,13,33304,73,26,60,24,92,44.007631724173464,5,12.44180829242426,29,2,10792,54.4,615,0
Male,43,14,73865,75,93,85,47,41,104.74400616556333,1,10.04490713168452,54,1,34169,62.5,665,1
Female,20,16,60221,34,31,94,67,69,180.07052585775176,5,18.68339000700508,67,0,21995,42.4,588,0
Male,24,8,82099,88,74,90,88,42,85.68569180689848,6,18.144166534552493,82,2,88379,67.5,506,0
Male,25,14,76120,23,42,90,89,71,136.97859506515974,0,22.29497724769679,80,0,68165,45.95,595,0
Female,37,6,79341,83,94,39,59,26,217.51618260729236,2,16.727142564223,95,1,65272,68.55,653,1
Male,29,7,95800,41,71,89,25,36,45.678196641796475,7,12.30305584849415,32,4,28902,42.1,588,0
Male,52,9,79625,43,32,70,33,22,197.1274291199452,2,8.854804435281517,72,2,53603,33.25,493,0
Female,34,7,18639,66,95,74,86,26,116.77856472724174,7,8.178580736793222,98,0,16150,64.25,590,0
Male,45,9,29685,94,90,52,30,96,148.22997820722463,4,23.738231251722976,28,1,23350,79.2,627,0
Female,58,8,70416,25,72,60,58,60,86.17434553227972,6,10.456712628988363,89,2,50103,50.2,601,0
Male,27,17,65356,46,82,21,60,42,155.78969213207873,7,16.48631062758644,86,1,62968,59.6,602,0
Male,39,15,16110,29,93,82,43,56,186.13992990531003,0,21.51131073068833,33,4,9153,51.4,509,0
Male,55,14,57762,58,90,37,62,87,80.30758593548748,0,23.78676210025653,33,2,56093,72.9,630,0
Male,50,17,26128,93,70,83,93,92,108.65376355327002,1,11.42882698656247,68,0,15954,79.45,635,0
Female,39,7,19684,56,77,60,45,89,153.47579954157425,3,11.942852632917567,84,0,15048,64.6,613,0
Male,54,16,56155,73,46,82,48,83,123.35619938504477,6,11.055743076737535,29,0,40199,59.0,572,0
Female,30,10,29419,70,26,82,21,37,98.63057557776216,2,10.701826096131118,58,0,18487,39.85,435,0
Male,44,12,6527,79,69,99,49,54,130.33748657937528,4,15.734238367164993,76,2,3349,59.2,538,0
Male,32,17,20220,91,43,46,93,42,98.16555343611984,5,18.810389001165174,37,4,13317,65.8,568,0
Male,39,16,28702,70,44,26,95,26,100.37471667495673,1,20.00643419440135,93,4,11396,58.85,641,0
Male,47,8,32757,81,63,80,76,80,162.12673545865096,5,13.562376027789746,89,0,18845,69.45,647,0
Female,57,13,51664,68,55,17,78,95,135.41305433433962,0,18.6047923507457,88,0,39461,73.15,663,1
Female,54,10,83621,70,76,19,38,68,175.414444928707,4,8.04026758323693,92,0,29214,67.4,739,1
Female,51,9,20205,47,56,41,73,76,207.4889997941568,7,23.100643668796852,86,0,18080,60.15,561,0
Female,51,7,65207,55,71,40,89,87,228.59306572577947,2,22.785786849470643,76,2,49162,71.0,623,0
Male,52,9,25994,44,82,71,42,31,70.27026615605351,2,17.249455072818293,66,4,27865,49.1,421,0
Female,59,9,91170,55,26,57,52,34,165.23806903728416,3,12.137295600671596,67,3,33980,41.9,666,1
Female,36,16,35569,96,79,39,85,21,156.47990765225222,7,24.527867917990775,80,3,17121,71.6,616,0
Male,25,16,11626,79,56,74,98,66,213.38905124153627,0,21.78090720430813,27,4,8492,68.2,563,0
Male,56,8,8964,26,40,29,30,94,219.17798102316652,6,8.288218666592204,93,0,6167,48.2,525,0
Male,50,16,52377,84,65,11,37,75,192.1005183030698,6,15.983900219334341,44,3,36596,70.9,607,0
Male,45,10,23058,92,40,61,84,33,159.0923658030152,2,9.735329951487731,86,2,13222,60.7,606,0
Female,54,7,96302,55,91,61,51,46,79.8525599571328,4,10.248095110630466,87,0,95616,60.0,661,1
Female,42,14,40160,92,71,86,23,23,95.3276794778674,4,8.02224218942293,95,4,13697,54.8,589,0
Male,53,5,21262,49,48,69,55,57,160.5534177605938,7,19.691114816663863,66,4,21216,49.45,499,0
Male,34,11,99501,66,88,98,76,21,67.8687528587934,4,12.292847879459934,67,1,91642,57.6,604,0
Male,41,11,15884,48,95,14,52,23,76.79283468211258,0,13.18232579714488,72,2,14784,59.15,560,0
Female,38,16,9433,24,58,91,33,43,222.28645392173803,6,8.799573250240446,38,2,9699,36.15,300,0
Female,19,8,88747,84,46,6,67,28,231.26240173384198,6,8.135056770011271,80,1,66856,61.75,633,0
Male,48,13,81227,88,96,5,56,38,41.04694098543665,7,21.476287859904645,100,1,80631,75.9,654,1
Male,50,16,36063,82,29,26,24,81,212.4963855706169,0,19.243963093734553,45,1,22506,59.05,591,0
Female,47,6,38484,75,55,1,69,91,227.602714833023,6,14.499414292904277,61,2,32612,74.7,590,0
Male,29,17,91780,36,35,5,80,60,145.14789431290586,2,9.188270959668671,25,1,49914,53.05,656,1
Male,29,5,95196,70,55,60,88,96,129.7801017619126,3,21.188737589877476,79,2,89971,71.15,666,1
Female,41,7,41536,56,53,31,57,91,223.7598992643106,6,23.74804541525603,88,1,13613,63.7,641,0
Male,41,11,35084,28,56,28,65,97,41.50663134735305,3,16.96633152838693,54,3,34250,58.75,544,0
Female,28,13,29802,57,91,97,34,69,208.09716724934356,6,10.362102416485058,54,4,11742,59.05,565,0
Male,30,6,62012,72,87,64,56,93,99.31521320860982,7,19.093060710610665,31,2,26338,73.95,659,1
Male,44,10,25614,32,78,14,46,84,168.2324412086406,7,9.215793040451961,64,0,23187,61.4,554,0
Female,25,7,75569,72,48,9,20,95,104.63960567156147,3,10.813978695286217,87,0,36985,64.7,713,1
Female,27,9,74922,94,50,9,48,95,144.5889482078312,1,16.002453262034393,27,1,51925,76.0,687,1
Male,25,16,82686,68,85,9,91,31,201.6634324478126,5,12.233562826266178,46,1,57788,70.6,655,1
Female,37,13,13157,89,22,36,26,58,76.25379153487438,0,23.813641015045334,47,2,7896,54.1,568,0
Male,25,7,53742,54,88,31,48,48,172.78372380508418,0,21.750804900598013,27,3,56215,61.9,482,0
Male,26,5,12675,35,41,35,50,77,219.66736710743822,2,12.705036749967745,63,0,9520,50.15,537,0
Female,24,9,31228,32,99,63,57,86,220.2103417097968,5,24.384501605116657,73,2,27281,63.8,567,0
Male,31,5,23251,30,92,88,27,90,218.82418740176945,7,14.431015236952376,33,0,23535,55.25,411,0
Male,45,12,28349,21,72,14,56,96,143.69268701909454,4,17.6623441323809,60,4,22446,60.5,561,0
Female,19,11,54178,38,67,72,78,94,193.5402506465993,0,17.588218299393805,89,1,46369,61.45,610,0
Female,25,15,86362,64,92,15,98,44,129.37154905868272,7,19.042963225418035,41,2,56472,74.2,668,1
Male,30,6,79660,65,95,82,73,68,132.03267743540852,3,12.14168567266456,44,1,87336,69.6,545,0
Female,38,15,11588,66,66,45,77,82,96.77085432331455,1,23.674872747755366,91,2,10669,69.75,591,0
Female,45,13,98570,68,61,43,45,46,97.04549376317303,7,12.516512671208204,23,1,105675,57.3,541,0
Female,52,9,92687,98,23,75,67,89,47.56486439301276,4,19.302294575476303,54,1,37241,65.5,696,1
Female,40,11,68196,61,61,34,30,89,146.29432478136678,4,21.017934284432258,100,2,21708,62.45,704,1
Male,32,8,37400,52,62,50,42,77,101.75218288184288,1,22.985694516145017,39,4,26882,57.8,577,0
Male,19,16,18536,60,61,57,53,28,77.53728659194822,6,15.767913683506563,67,0,16408,51.1,532,0
Male,29,17,7700,88,22,4,52,20,64.34256375524299,1,20.09863822767081,93,2,7441,53.3,539,0
Female,53,5,96610,38,78,37,100,95,109.39976599149075,0,9.451596986484455,71,4,94586,71.2,663,1
Female,20,12,79345,58,100,5,21,84,219.80211240131058,1,21.22633642106163,57,3,42019,71.85,684,1
Female,22,17,20115,26,95,50,80,43,143.28031509073637,2,20.846168983876517,67,1,18250,57.15,552,0
Female,20,5,57929,58,30,13,23,38,151.3871946894204,4,14.980280439089551,64,1,24671,44.65,603,0
Female,36,7,50513,53,100,47,31,33,50.86557602462135,7,13.328780436070115,52,0,36138,57.45,572,0
Female,19,10,89607,63,54,11,48,33,143.96926830598022,4,14.463398653233071,78,0,43756,55.1,666,1
Female,54,12,43100,88,69,85,61,99,173.52234819132863,3,9.539628850788954,34,1,20918,74.1,630,0
Male,34,12,93726,87,82,51,76,51,70.14304397189784,0,18.842695880019832,63,1,50589,73.1,723,1
Male,31,6,26440,82,89,67,69,25,236.7107591963424,6,23.52154780780336,54,2,14434,65.5,585,0
Female,45,13,96616,90,25,58,85,42,223.02289755759313,3,19.317345602174413,77,0,54863,58.6,666,1
Female,44,8,37947,67,51,17,26,38,238.62045236472812,0,17.86885065802689,43,2,39111,52.65,458,0
Female,27,8,78532,22,30,52,76,21,112.06339609770016,7,24.841970047660222,50,2,66712,34.5,460,0
Male,20,6,85398,53,62,30,65,93,204.45983122429172,0,17.211248226576142,51,1,25919,66.75,753,1
Male,53,5,64413,28,58,34,41,60,105.74714331431082,6,13.879128933874055,52,0,40009,47.65,594,0
Female,55,14,28104,80,32,3,30,72,189.8259147323733,5,19.979243239416945,30,4,12141,60.6,575,0
Female,42,11,87841,39,32,8,52,46,229.56595652900188,6,16.86426928260315,66,0,77033,45.9,580,0
Male,39,15,40860,59,58,14,73,27,71.00412325863942,5,24.525520714740047,86,2,44375,57.15,481,0
Male,56,14,67184,31,65,41,39,62,68.06397445427041,0,23.265236578347153,27,2,46964,49.7,592,0
Male,47,7,76063,47,53,58,24,52,60.88089875129029,6,24.096308369337027,52,1,82512,45.55,490,0
Male,38,8,18727,67,86,84,87,62,199.67015285622884,2,8.01737357815392,60,3,9751,68.65,565,0
Female,47,15,94385,93,51,95,33,49,173.32672102005944,1,13.68159035160146,27,0,72188,55.9,606,0
Male,45,13,7719,94,87,72,22,53,144.46303172673453,6,18.6627489733985,45,4,5682,66.65,556,0
Male,48,10,17924,26,84,31,77,97,194.7825307927443,5,13.241416174968583,38,0,16790,66.65,564,0
Female,43,5,14215,33,92,79,46,39,209.98463555697325,1,19.159543583127437,78,0,7237,49.7,581,0
Male,39,13,95124,100,26,44,23,81,229.90568591591804,5,20.1541779653258,28,2,48259,61.75,649,0
Male,38,13,95826,38,22,4,86,98,80.25020992314168,2,18.595826006571492,26,1,55947,59.0,668,1
Male,18,9,65494,73,99,30,83,21,128.33532527166227,3,15.790436472455173,87,4,50252,70.3,638,0
Female,54,12,53009,79,91,24,61,99,224.60266835319877,0,19.844796652729666,25,4,21644,83.0,687,1
Male,30,11,90545,86,88,55,48,87,132.26474169951445,2,21.266398995121563,80,0,96334,76.9,617,0
Female,38,15,36912,53,68,0,99,98,137.53100480315112,3,19.8335091744066,35,0,24675,77.35,653,1
Female,26,12,6144,60,77,60,54,38,228.48904613940246,1,21.804055742402454,93,4,4317,56.95,548,0
Male,34,13,42302,50,47,66,38,54,186.93525909911546,7,24.10328225581492,55,4,26590,46.65,522,0
Male,38,6,85171,58,46,84,98,39,150.4096318373407,7,9.74269220170683,33,3,51939,53.0,577,0
Male,48,14,58720,97,41,91,88,60,111.45723973048,4,23.409130916952765,26,3,39054,65.45,580,0
Male,56,9,71542,71,90,66,50,48,223.06989377340267,7,12.649819529874977,85,4,35335,64.3,632,0
Female,39,12,82026,66,32,41,62,34,41.787700658961676,6,17.584077012727228,50,1,34311,49.8,640,0
Male,29,7,32044,39,41,95,92,51,104.20123961661288,0,24.020315307044022,48,3,20798,46.45,516,0
Male,23,15,77635,71,94,95,96,32,229.21463159037228,0,18.541234623587243,78,2,65304,66.1,620,0
Male,33,15,94036,90,24,93,40,26,139.64075937496068,0,9.430898130105222,100,2,55024,44.9,617,0
Female,43,10,5537,81,41,58,84,73,164.77092661651972,5,16.486865148425572,99,2,2139,65.95,654,1
Male,22,10,81552,24,98,49,96,35,146.52311944145228,1,23.20391975662948,90,0,58649,58.2,661,1
Male,26,11,40453,76,72,76,53,29,119.47214094646122,0,15.005606724441439,98,3,29096,56.95,599,0
Female,57,17,6980,23,58,33,80,75,173.0564878907466,0,22.4152848711411,47,0,3037,55.1,591,0
Female,31,15,76442,30,56,67,55,85,193.29494537104517,5,21.501113074412235,79,1,43913,51.55,635,0
Male,59,7,38307,38,50,53,99,57,112.885276366772,5,23.409346053915066,25,4,35681,54.85,527,0
Male,47,12,93966,46,81,81,93,72,158.10428974107217,1,12.472249981406815,25,4,30607,64.3,676,1
Male,43,12,49844,48,100,95,60,53,56.55162898619964,5,16.441437144959593,46,1,18743,59.5,632,0
Male,46,13,33629,37,25,13,53,20,149.51958295177297,5,13.698572199624492,72,3,28939,38.0,413,0
Male,36,12,32775,56,100,31,44,98,189.54992630733597,5,17.082562101931032,97,1,24842,74.9,607,0
Female,25,7,45029,80,53,69,76,93,157.04876798352444,2,8.32508909409217,36,4,34359,70.35,619,0
Female,40,10,66860,66,71,80,84,78,215.68952600326526,5,12.108443593640036,93,4,44538,67.75,626,0
Male,59,13,69783,39,49,7,95,44,97.23863744118972,3,24.558616298391076,81,1,25730,56.3,704,1
Male,52,5,46988,89,32,34,41,51,138.35121398171,7,18.25321481556289,85,0,16085,57.65,664,1
Female,48,7,60452,68,77,23,79,50,57.495990561550755,4,10.946518927821067,97,1,33812,69.2,656,1
Male,52,6,5051,34,72,2,73,93,180.00418251241257,3,16.641402759297645,75,0,1744,67.55,650,1
Male,49,16,29818,37,39,80,41,22,128.57830232100017,7,19.8657786602188,40,3,22429,33.4,405,0
Male,22,12,6686,57,25,35,80,85,146.07309489672696,6,18.263260117195895,82,4,5637,58.85,531,0
Male,33,10,24205,41,74,50,85,60,65.67893262802193,1,16.532711059307374,55,2,19233,60.55,579,0
Male,34,14,93483,95,50,80,64,81,239.4703651758997,1,19.457337051674337,60,2,82589,68.8,659,1
Female,49,15,13096,79,78,56,91,72,194.3840053210003,3,10.838037670158359,64,4,13903,75.65,488,0
Male,55,15,79152,85,38,58,88,52,120.12595466019188,5,15.449177696581561,72,1,85005,62.8,559,0
Male,49,12,48087,45,89,93,83,32,153.9919434770925,1,20.754438972819724,83,4,25408,55.3,560,0
Male,37,6,13545,83,47,88,29,58,163.74342771103989,4,17.850749391964946,26,1,7223,53.8,526,0
Female,19,15,13484,77,32,21,86,48,232.15320616642197,0,23.40675058636058,41,1,12064,61.5,562,0
Female,37,10,71252,22,71,36,30,44,193.67772202323977,2,15.543936507555834,39,4,77807,44.05,462,0
Female,35,11,28667,49,93,74,47,38,109.93336382004436,4,10.247042833366,51,2,18068,55.2,571,0
Female,18,12,99736,38,80,11,24,84,235.54114167105533,5,8.828906075520337,38,4,44705,60.7,651,1
Male,46,13,75111,29,60,20,31,35,100.35926156675828,1,16.116556582975477,47,1,66324,43.35,607,0
Female,46,9,91492,65,64,14,63,91,155.38921302770373,2,15.438738092076687,85,3,55648,71.75,704,1
Male,36,15,81206,38,26,11,48,90,180.1335357090405,7,12.360718424738824,89,2,29560,52.0,684,1
Male,57,7,20637,77,33,85,97,94,94.22515847833951,6,18.038765224394904,61,1,18551,66.2,555,0
Female,23,6,86882,25,55,55,55,79,231.27221893525973,5,12.252988224340958,73,2,54432,49.8,607,0
Female,56,12,97476,70,27,98,54,98,83.22198045274557,3,11.677457144380101,86,0,75356,55.65,635,0
Female,25,5,45747,33,31,15,27,76,128.35464478011986,0,18.577705972773654,83,4,39046,45.4,538,0
Female,41,14,64749,77,59,32,35,64,75.97466032937551,6,24.064018475430252,43,4,61944,62.7,557,0
Female,37,10,14491,27,81,42,62,71,214.99750775458332,3,11.447166623557953,31,2,11551,57.65,542,0
Male,31,6,58100,21,33,48,88,25,84.32024401661235,2,11.107977975577942,88,0,60931,37.95,385,0
Female,22,7,17631,37,68,77,35,79,46.948286640294874,0,16.82895495530444,87,3,12127,51.45,558,0
Female,58,12,92470,76,70,17,75,56,47.78808050607882,3,10.030448392277151,45,3,66970,71.05,658,1
Female,57,5,32182,54,81,15,60,73,122.75067507319042,2,12.999496582925463,35,3,17483,68.55,627,0
Male,51,10,13903,85,24,39,96,23,144.55552172426027,0,24.842917455907713,38,2,5637,56.6,599,0
Female,33,7,97722,75,86,66,27,66,48.327726344827546,1,22.297739786660777,50,1,78453,64.65,665,1
Male,24,10,62782,62,20,61,73,56,58.57306928696365,7,20.0040859704011,22,4,33530,49.65,555,0
Female,33,7,82261,92,68,89,24,61,59.49259089867989,0,8.442411247730018,98,0,71676,61.5,626,0
Female,24,15,82606,91,36,78,28,67,173.70025696636864,6,12.506250070670463,74,0,65798,56.1,624,0
Male,44,15,41109,27,92,99,85,80,99.96300410144171,5,17.68436451041212,30,3,21584,59.95,556,0
Female,31,12,86604,24,54,26,90,81,152.51453067017545,2,20.074775437874045,35,3,64599,57.8,617,0
Male,31,9,76086,32,86,80,49,74,54.73919421493508,7,19.36237602704221,66,0,82985,55.25,523,0
Male,50,8,65436,26,32,13,100,56,218.42311205614035,4,11.152850323020974,58,4,65820,50.7,441,0
Male,50,13,23167,40,56,65,84,34,100.88665368461398,6,15.926867121392094,71,0,14674,48.9,568,0
Female,37,9,30443,56,57,26,49,78,195.64014470740614,2,11.374610085057524,20,3,25874,61.4,545,0
